EquipmentOrderId,Date,ProductName,UnitOfMeasure,Quantity,CostPerItem,Costs,Currency,EmployeeId
EO169212,2005-12-22,Notepad,ST,2,0.9,1.8,EUR,E107784
EO169221,2005-12-22,Pen,ST,1,0.5,0.5,EUR,E108022
EO169240,2005-12-23,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107601
EO169258,2005-12-23,Paper clips (package),ST,4,4.3,17.2,EUR,E108022
EO169275,2005-12-24,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108031
EO169289,2005-12-25,Paper clips (package),ST,5,4.3,21.5,EUR,E107736
EO169289,2005-12-25,Pencil,ST,3,0.2,0.6,EUR,E107836
EO169289,2005-12-25,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107842
EO169309,2005-12-26,Pen,ST,1,0.5,0.5,EUR,E107643
EO169315,2005-12-27,Paper clips (package),ST,3,4.3,12.89,EUR,E107792
EO169318,2005-12-27,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107814
EO169328,2005-12-27,Pencil,ST,5,0.2,1.0,EUR,E107821
EO169343,2005-12-27,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107972
EO169344,2005-12-28,Pen,ST,1,0.5,0.5,EUR,E107918
EO169363,2005-12-28,Pen,ST,1,0.5,0.5,EUR,E107989
EO169366,2005-12-29,Notepad,ST,3,0.9,2.7,EUR,E107592
EO169369,2005-12-29,Paper clips (package),ST,3,4.3,12.89,EUR,E107896
EO169387,2005-12-30,Pen,ST,1,0.5,0.5,EUR,E107665
EO169400,2005-12-30,Printer paper,ST,1,1.9,1.9,EUR,E107837
EO169420,2005-12-30,Pen,ST,1,0.5,0.5,EUR,E107896
EO169436,2005-12-30,Notepad,ST,4,0.9,3.6,EUR,E108045
EO169444,2005-12-31,Pencil,ST,3,0.2,0.6,EUR,E107793
EO169454,2005-12-31,Paper clips (package),ST,3,4.3,12.89,EUR,E107806
EO169465,2005-12-31,Paper clips (package),ST,4,4.3,17.2,EUR,E107864
EO169472,2006-01-01,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107965
EO169472,2006-01-02,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107768
EO169479,2006-01-02,Notepad,ST,3,0.9,2.7,EUR,E108069
EO169486,2006-01-03,Printer paper,ST,1,1.9,1.9,EUR,E107662
EO169506,2006-01-03,Paper clips (package),ST,5,4.3,21.5,EUR,E107683
EO169506,2006-01-03,Printer paper,ST,1,1.9,1.9,EUR,E107903
EO169515,2006-01-03,Pencil,ST,3,0.2,0.6,EUR,E107958
EO169517,2006-01-05,Pencil,ST,3,0.2,0.6,EUR,E107949
EO169519,2006-01-06,Notepad,ST,4,0.9,3.6,EUR,E107598
EO169523,2006-01-06,Paper clips (package),ST,5,4.3,21.5,EUR,E107908
EO169543,2006-01-06,Pen,ST,1,0.5,0.5,EUR,E108022
EO169560,2006-01-08,Paper clips (package),ST,4,4.3,17.2,EUR,E107641
EO169567,2006-01-08,Pencil,ST,4,0.2,0.8,EUR,E107767
EO169577,2006-01-08,Notepad,ST,3,0.9,2.7,EUR,E107918
EO169589,2006-01-09,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107583
EO169604,2006-01-09,Paper clips (package),ST,5,4.3,21.5,EUR,E107681
EO169624,2006-01-09,Notepad,ST,3,0.9,2.7,EUR,E107736
EO169644,2006-01-09,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107748
EO169650,2006-01-09,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107896
EO169662,2006-01-09,Pencil,ST,4,0.2,0.8,EUR,E108067
EO169681,2006-01-10,Paper clips (package),ST,5,4.3,21.5,EUR,E107598
EO169684,2006-01-10,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107639
EO169703,2006-01-11,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107643
EO169718,2006-01-12,Paper clips (package),ST,4,4.3,17.2,EUR,E107799
EO169720,2006-01-12,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108022
EO169730,2006-01-13,Notepad,ST,3,0.9,2.7,EUR,E107702
EO169741,2006-01-13,Paper clips (package),ST,3,4.3,12.89,EUR,E107855
EO169751,2006-01-13,Printer paper,ST,1,1.9,1.9,EUR,E107982
EO169770,2006-01-14,Paper clips (package),ST,4,4.3,17.2,EUR,E107623
EO169770,2006-01-14,Paper clips (package),ST,5,4.3,21.5,EUR,E107681
EO169781,2006-01-14,Paper clips (package),ST,4,4.3,17.2,EUR,E107778
EO169784,2006-01-14,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108016
EO169802,2006-01-14,Notepad,ST,3,0.9,2.7,EUR,E108045
EO169809,2006-01-15,Printer paper,ST,1,1.9,1.9,EUR,E107637
EO169823,2006-01-15,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107718
EO169829,2006-01-15,Notepad,ST,3,0.9,2.7,EUR,E107736
EO169833,2006-01-15,Pencil,ST,3,0.2,0.6,EUR,E107928
EO169835,2006-01-16,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107704
EO169838,2006-01-16,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107855
EO169844,2006-01-17,Pen,ST,1,0.5,0.5,EUR,E107609
EO169860,2006-01-17,Notepad,ST,2,0.9,1.8,EUR,E107637
EO169863,2006-01-17,Pencil,ST,5,0.2,1.0,EUR,E107704
EO169867,2006-01-18,Printer paper,ST,1,1.9,1.9,EUR,E107636
EO169879,2006-01-18,Notepad,ST,3,0.9,2.7,EUR,E107710
EO169885,2006-01-18,Notepad,ST,3,0.9,2.7,EUR,E107784
EO169900,2006-01-19,Notepad,ST,3,0.9,2.7,EUR,E107567
EO169900,2006-01-19,Paper clips (package),ST,4,4.3,17.2,EUR,E107702
EO169917,2006-01-19,Paper clips (package),ST,3,4.3,12.89,EUR,E107763
EO169921,2006-01-19,Printer paper,ST,1,1.9,1.9,EUR,E107836
EO169924,2006-01-20,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107623
EO169925,2006-01-20,Printer paper,ST,1,1.9,1.9,EUR,E107637
EO169938,2006-01-20,Printer paper,ST,1,1.9,1.9,EUR,E107778
EO169940,2006-01-20,Paper clips (package),ST,5,4.3,21.5,EUR,E107842
EO169943,2006-01-20,Printer paper,ST,1,1.9,1.9,EUR,E107903
EO169943,2006-01-20,Printer paper,ST,1,1.9,1.9,EUR,E107989
EO169949,2006-01-21,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107767
EO169960,2006-01-22,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107632
EO169976,2006-01-22,Paper clips (package),ST,4,4.3,17.2,EUR,E107814
EO169976,2006-01-22,Paper clips (package),ST,5,4.3,21.5,EUR,E107869
EO169978,2006-01-22,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107906
EO169998,2006-01-22,Paper clips (package),ST,4,4.3,17.2,EUR,E108069
EO170002,2006-01-23,Pencil,ST,3,0.2,0.6,EUR,E107652
EO170017,2006-01-23,Paper clips (package),ST,4,4.3,17.2,EUR,E107683
EO170036,2006-01-23,Notepad,ST,3,0.9,2.7,EUR,E107691
EO170050,2006-01-23,Pencil,ST,4,0.2,0.8,EUR,E107736
EO170062,2006-01-23,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107775
EO170074,2006-01-23,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107928
EO170085,2006-01-23,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107941
EO170100,2006-01-23,Printer paper,ST,1,1.9,1.9,EUR,E107989
EO170110,2006-01-24,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107778
EO170124,2006-01-24,Notepad,ST,3,0.9,2.7,EUR,E107814
EO170125,2006-01-25,Paper clips (package),ST,5,4.3,21.5,EUR,E107662
EO170140,2006-01-25,Paper clips (package),ST,3,4.3,12.89,EUR,E107982
EO170151,2006-01-25,Pen,ST,1,0.5,0.5,EUR,E108060
EO170167,2006-01-26,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107728
EO170175,2006-01-26,Printer paper,ST,1,1.9,1.9,EUR,E107805
EO170186,2006-01-26,Pencil,ST,4,0.2,0.8,EUR,E107864
EO170190,2006-01-27,Notepad,ST,4,0.9,3.6,EUR,E107665
EO170199,2006-01-27,Pencil,ST,5,0.2,1.0,EUR,E107702
EO170202,2006-01-27,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107836
EO170210,2006-01-27,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108060
EO170216,2006-01-28,Printer paper,ST,1,1.9,1.9,EUR,E107667
EO170218,2006-01-28,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107806
EO170220,2006-01-29,Paper clips (package),ST,3,4.3,12.89,EUR,E107636
EO170232,2006-01-29,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107778
EO170233,2006-01-29,Notepad,ST,3,0.9,2.7,EUR,E107836
EO170246,2006-01-29,Printer paper,ST,1,1.9,1.9,EUR,E107886
EO170256,2006-01-29,Notepad,ST,3,0.9,2.7,EUR,E107949
EO170269,2006-01-30,Printer paper,ST,1,1.9,1.9,EUR,E107609
EO170288,2006-01-30,Pen,ST,1,0.5,0.5,EUR,E107632
EO170294,2006-01-30,Notepad,ST,3,0.9,2.7,EUR,E107673
EO170304,2006-01-30,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107882
EO170304,2006-01-30,Pencil,ST,4,0.2,0.8,EUR,E107928
EO170313,2006-01-30,Pencil,ST,5,0.2,1.0,EUR,E107938
EO170317,2006-01-30,Pencil,ST,3,0.2,0.6,EUR,E108031
EO170319,2006-01-31,Paper clips (package),ST,4,4.3,17.2,EUR,E107559
EO170320,2006-01-31,Pen,ST,1,0.5,0.5,EUR,E107792
EO170331,2006-01-31,Pencil,ST,5,0.2,1.0,EUR,E107875
EO170336,2006-01-31,Paper clips (package),ST,3,4.3,12.89,EUR,E107938
EO170354,2006-02-01,Pencil,ST,3,0.2,0.6,EUR,E107615
EO170354,2006-02-01,Paper clips (package),ST,3,4.3,12.89,EUR,E107958
EO170374,2006-02-01,Printer paper,ST,1,1.9,1.9,EUR,E107969
EO170386,2006-02-03,Paper clips (package),ST,3,4.3,12.89,EUR,E107590
EO170387,2006-02-03,Paper clips (package),ST,4,4.3,17.2,EUR,E107623
EO170393,2006-02-04,Pencil,ST,4,0.2,0.8,EUR,E107590
EO170400,2006-02-04,Pencil,ST,3,0.2,0.6,EUR,E107864
EO170408,2006-02-04,Printer paper,ST,1,1.9,1.9,EUR,E107896
EO170419,2006-02-04,Paper clips (package),ST,4,4.3,17.2,EUR,E108011
EO170430,2006-02-05,Pen,ST,1,0.5,0.5,EUR,E107667
EO170432,2006-02-06,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107632
EO170449,2006-02-06,Notepad,ST,3,0.9,2.7,EUR,E107928
EO170450,2006-02-07,Printer paper,ST,1,1.9,1.9,EUR,E107748
EO170466,2006-02-08,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107821
EO170479,2006-02-08,Printer paper,ST,1,1.9,1.9,EUR,E107982
EO170495,2006-02-09,Paper clips (package),ST,4,4.3,17.2,EUR,E107672
EO170506,2006-02-09,Printer paper,ST,1,1.9,1.9,EUR,E107799
EO170515,2006-02-09,Pencil,ST,4,0.2,0.8,EUR,E107837
EO170532,2006-02-09,Paper clips (package),ST,4,4.3,17.2,EUR,E107842
EO170537,2006-02-10,Paper clips (package),ST,4,4.3,17.2,EUR,E107972
EO170543,2006-02-11,Pencil,ST,3,0.2,0.6,EUR,E107592
EO170548,2006-02-11,Printer paper,ST,1,1.9,1.9,EUR,E107632
EO170568,2006-02-11,Notepad,ST,3,0.9,2.7,EUR,E107982
EO170580,2006-02-11,Pencil,ST,4,0.2,0.8,EUR,E108031
EO170581,2006-02-12,Pencil,ST,4,0.2,0.8,EUR,E107728
EO170581,2006-02-12,Notepad,ST,3,0.9,2.7,EUR,E107859
EO170581,2006-02-12,Pencil,ST,4,0.2,0.8,EUR,E108050
EO170584,2006-02-13,Notepad,ST,4,0.9,3.6,EUR,E107665
EO170604,2006-02-13,Notepad,ST,4,0.9,3.6,EUR,E107936
EO170624,2006-02-14,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107662
EO170627,2006-02-14,Notepad,ST,3,0.9,2.7,EUR,E107704
EO170639,2006-02-14,Pencil,ST,4,0.2,0.8,EUR,E107718
EO170655,2006-02-14,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107758
EO170665,2006-02-15,Notepad,ST,2,0.9,1.8,EUR,E107609
EO170683,2006-02-15,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107637
EO170691,2006-02-15,Notepad,ST,3,0.9,2.7,EUR,E107666
EO170697,2006-02-15,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107747
EO170698,2006-02-15,Notepad,ST,4,0.9,3.6,EUR,E107989
EO170698,2006-02-16,Paper clips (package),ST,5,4.3,21.5,EUR,E107949
EO170700,2006-02-16,Printer paper,ST,1,1.9,1.9,EUR,E107972
EO170719,2006-02-17,Notepad,ST,2,0.9,1.8,EUR,E107699
EO170727,2006-02-17,Paper clips (package),ST,4,4.3,17.2,EUR,E107728
EO170730,2006-02-17,Pen,ST,1,0.5,0.5,EUR,E107793
EO170741,2006-02-17,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107869
EO170746,2006-02-17,Paper clips (package),ST,5,4.3,21.5,EUR,E107906
EO170754,2006-02-17,Notepad,ST,2,0.9,1.8,EUR,E107908
EO170760,2006-02-17,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107982
EO170776,2006-02-18,Printer paper,ST,1,1.9,1.9,EUR,E107949
EO170781,2006-02-19,Pencil,ST,4,0.2,0.8,EUR,E107702
EO170785,2006-02-19,Paper clips (package),ST,4,4.3,17.2,EUR,E107748
EO170796,2006-02-20,Printer paper,ST,1,1.9,1.9,EUR,E107740
EO170804,2006-02-20,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107747
EO170820,2006-02-20,Notepad,ST,4,0.9,3.6,EUR,E108022
EO170830,2006-02-21,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107653
EO170830,2006-02-21,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107918
EO170850,2006-02-22,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107728
EO170861,2006-02-22,Paper clips (package),ST,3,4.3,12.89,EUR,E108016
EO170875,2006-02-23,Notepad,ST,2,0.9,1.8,EUR,E107652
EO170881,2006-02-23,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107763
EO170891,2006-02-23,Notepad,ST,2,0.9,1.8,EUR,E107928
EO170901,2006-02-23,Pencil,ST,3,0.2,0.6,EUR,E108039
EO170907,2006-02-23,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108042
EO170920,2006-02-24,Pencil,ST,3,0.2,0.6,EUR,E107592
EO170926,2006-02-25,Notepad,ST,3,0.9,2.7,EUR,E107579
EO170943,2006-02-25,Pen,ST,1,0.5,0.5,EUR,E107784
EO170953,2006-02-25,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107799
EO170964,2006-02-25,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107869
EO170974,2006-02-25,Pencil,ST,4,0.2,0.8,EUR,E107908
EO170988,2006-02-26,Notepad,ST,3,0.9,2.7,EUR,E107559
EO170989,2006-02-26,Pencil,ST,5,0.2,1.0,EUR,E107875
EO171007,2006-02-26,Paper clips (package),ST,4,4.3,17.2,EUR,E107903
EO171016,2006-02-26,Paper clips (package),ST,4,4.3,17.2,EUR,E107969
EO171021,2006-02-27,Paper clips (package),ST,4,4.3,17.2,EUR,E108060
EO171021,2006-02-28,Pen,ST,1,0.5,0.5,EUR,E107778
EO171039,2006-02-28,Pencil,ST,4,0.2,0.8,EUR,E107793
EO171045,2006-02-28,Pen,ST,1,0.5,0.5,EUR,E107793
EO171046,2006-03-01,Paper clips (package),ST,5,4.3,21.5,EUR,E107748
EO171064,2006-03-02,Pencil,ST,4,0.2,0.8,EUR,E107758
EO171077,2006-03-03,Notepad,ST,3,0.9,2.7,EUR,E107691
EO171096,2006-03-03,Paper clips (package),ST,5,4.3,21.5,EUR,E107718
EO171111,2006-03-03,Pencil,ST,3,0.2,0.6,EUR,E107767
EO171122,2006-03-04,Paper clips (package),ST,4,4.3,17.2,EUR,E107673
EO171141,2006-03-04,Notepad,ST,3,0.9,2.7,EUR,E107691
EO171148,2006-03-04,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107704
EO171150,2006-03-04,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107830
EO171169,2006-03-04,Pen,ST,1,0.5,0.5,EUR,E107896
EO171175,2006-03-04,Pencil,ST,4,0.2,0.8,EUR,E108002
EO171188,2006-03-05,Paper clips (package),ST,3,4.3,12.89,EUR,E108002
EO171198,2006-03-05,Paper clips (package),ST,4,4.3,17.2,EUR,E108016
EO171198,2006-03-06,Pen,ST,1,0.5,0.5,EUR,E107850
EO171211,2006-03-06,Pencil,ST,5,0.2,1.0,EUR,E107855
EO171220,2006-03-07,Paper clips (package),ST,4,4.3,17.2,EUR,E107567
EO171221,2006-03-07,Pencil,ST,4,0.2,0.8,EUR,E107637
EO171226,2006-03-07,Pen,ST,1,0.5,0.5,EUR,E107778
EO171234,2006-03-07,Pencil,ST,3,0.2,0.6,EUR,E107982
EO171238,2006-03-08,Printer paper,ST,1,1.9,1.9,EUR,E107579
EO171243,2006-03-08,Notepad,ST,3,0.9,2.7,EUR,E107864
EO171254,2006-03-08,Notepad,ST,3,0.9,2.7,EUR,E107869
EO171274,2006-03-08,Paper clips (package),ST,3,4.3,12.89,EUR,E107896
EO171275,2006-03-08,Notepad,ST,4,0.9,3.6,EUR,E107918
EO171282,2006-03-09,Pencil,ST,4,0.2,0.8,EUR,E107596
EO171294,2006-03-09,Notepad,ST,3,0.9,2.7,EUR,E107936
EO171308,2006-03-09,Notepad,ST,4,0.9,3.6,EUR,E107949
EO171321,2006-03-10,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107710
EO171323,2006-03-11,Paper clips (package),ST,3,4.3,12.89,EUR,E107643
EO171343,2006-03-11,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107949
EO171345,2006-03-12,Printer paper,ST,1,1.9,1.9,EUR,E107598
EO171360,2006-03-12,Notepad,ST,2,0.9,1.8,EUR,E107821
EO171371,2006-03-12,Pencil,ST,4,0.2,0.8,EUR,E107836
EO171389,2006-03-13,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107814
EO171397,2006-03-14,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107543
EO171415,2006-03-14,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107623
EO171432,2006-03-14,Printer paper,ST,1,1.9,1.9,EUR,E107667
EO171446,2006-03-14,Printer paper,ST,1,1.9,1.9,EUR,E107691
EO171453,2006-03-14,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107949
EO171464,2006-03-14,Paper clips (package),ST,4,4.3,17.2,EUR,E108002
EO171468,2006-03-15,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107641
EO171473,2006-03-15,Notepad,ST,4,0.9,3.6,EUR,E107736
EO171488,2006-03-15,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107784
EO171506,2006-03-15,Printer paper,ST,1,1.9,1.9,EUR,E107806
EO171521,2006-03-15,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107821
EO171541,2006-03-15,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107906
EO171549,2006-03-15,Notepad,ST,2,0.9,1.8,EUR,E107928
EO171566,2006-03-15,Paper clips (package),ST,4,4.3,17.2,EUR,E107969
EO171570,2006-03-15,Notepad,ST,4,0.9,3.6,EUR,E107972
EO171577,2006-03-16,Pen,ST,1,0.5,0.5,EUR,E107740
EO171592,2006-03-17,Pencil,ST,4,0.2,0.8,EUR,E107601
EO171603,2006-03-17,Pen,ST,1,0.5,0.5,EUR,E107653
EO171618,2006-03-17,Paper clips (package),ST,3,4.3,12.89,EUR,E107666
EO171633,2006-03-17,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107821
EO171643,2006-03-17,Notepad,ST,2,0.9,1.8,EUR,E107928
EO171651,2006-03-17,Printer paper,ST,1,1.9,1.9,EUR,E107969
EO171654,2006-03-17,Pen,ST,1,0.5,0.5,EUR,E108002
EO171661,2006-03-17,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108031
EO171677,2006-03-18,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107639
EO171677,2006-03-18,Printer paper,ST,1,1.9,1.9,EUR,E107699
EO171678,2006-03-18,Pencil,ST,4,0.2,0.8,EUR,E107882
EO171689,2006-03-18,Notepad,ST,3,0.9,2.7,EUR,E107973
EO171706,2006-03-19,Paper clips (package),ST,3,4.3,12.89,EUR,E107543
EO171711,2006-03-19,Notepad,ST,2,0.9,1.8,EUR,E107928
EO171716,2006-03-20,Pencil,ST,4,0.2,0.8,EUR,E107559
EO171720,2006-03-20,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107855
EO171740,2006-03-20,Notepad,ST,3,0.9,2.7,EUR,E108042
EO171749,2006-03-21,Pen,ST,1,0.5,0.5,EUR,E107632
EO171757,2006-03-21,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107637
EO171772,2006-03-21,Notepad,ST,3,0.9,2.7,EUR,E107637
EO171780,2006-03-21,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107643
EO171798,2006-03-21,Notepad,ST,3,0.9,2.7,EUR,E107672
EO171811,2006-03-21,Paper clips (package),ST,3,4.3,12.89,EUR,E107673
EO171818,2006-03-21,Notepad,ST,2,0.9,1.8,EUR,E107691
EO171834,2006-03-21,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107837
EO171851,2006-03-21,Notepad,ST,3,0.9,2.7,EUR,E108081
EO171870,2006-03-22,Paper clips (package),ST,4,4.3,17.2,EUR,E107623
EO171890,2006-03-22,Paper clips (package),ST,3,4.3,12.89,EUR,E108081
EO171910,2006-03-23,Paper clips (package),ST,3,4.3,12.89,EUR,E107623
EO171926,2006-03-23,Paper clips (package),ST,5,4.3,21.5,EUR,E107683
EO171935,2006-03-23,Pen,ST,1,0.5,0.5,EUR,E107710
EO171952,2006-03-24,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107740
EO171961,2006-03-25,Printer paper,ST,1,1.9,1.9,EUR,E107837
EO171980,2006-03-25,Pencil,ST,3,0.2,0.6,EUR,E107941
EO171992,2006-03-25,Printer paper,ST,1,1.9,1.9,EUR,E108022
EO172012,2006-03-26,Pencil,ST,4,0.2,0.8,EUR,E107583
EO172015,2006-03-26,Paper clips (package),ST,4,4.3,17.2,EUR,E107736
EO172025,2006-03-26,Pencil,ST,4,0.2,0.8,EUR,E107882
EO172033,2006-03-27,Notepad,ST,4,0.9,3.6,EUR,E107681
EO172044,2006-03-27,Notepad,ST,3,0.9,2.7,EUR,E107806
EO172057,2006-03-27,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107821
EO172057,2006-03-28,Pen,ST,1,0.5,0.5,EUR,E107775
EO172077,2006-03-28,Printer paper,ST,1,1.9,1.9,EUR,E107837
EO172077,2006-03-28,Notepad,ST,4,0.9,3.6,EUR,E107855
EO172092,2006-03-28,Notepad,ST,4,0.9,3.6,EUR,E108022
EO172095,2006-03-28,Pencil,ST,4,0.2,0.8,EUR,E108075
EO172109,2006-03-29,Paper clips (package),ST,3,4.3,12.89,EUR,E107623
EO172121,2006-03-29,Pen,ST,1,0.5,0.5,EUR,E107718
EO172122,2006-03-29,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108069
EO172130,2006-03-30,Printer paper,ST,1,1.9,1.9,EUR,E108042
EO172144,2006-03-31,Pen,ST,1,0.5,0.5,EUR,E107579
EO172145,2006-03-31,Paper clips (package),ST,5,4.3,21.5,EUR,E107918
EO172164,2006-03-31,Paper clips (package),ST,4,4.3,17.2,EUR,E107982
EO172180,2006-03-31,Pen,ST,1,0.5,0.5,EUR,E108031
EO172188,2006-04-01,Pen,ST,1,0.5,0.5,EUR,E107896
EO172194,2006-04-01,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107918
EO172205,2006-04-02,Notepad,ST,3,0.9,2.7,EUR,E107559
EO172215,2006-04-02,Paper clips (package),ST,5,4.3,21.5,EUR,E107736
EO172223,2006-04-02,Notepad,ST,3,0.9,2.7,EUR,E107784
EO172234,2006-04-02,Pen,ST,1,0.5,0.5,EUR,E107806
EO172243,2006-04-03,Pencil,ST,3,0.2,0.6,EUR,E107665
EO172250,2006-04-03,Notepad,ST,2,0.9,1.8,EUR,E107768
EO172256,2006-04-04,Pen,ST,1,0.5,0.5,EUR,E107575
EO172265,2006-04-04,Notepad,ST,3,0.9,2.7,EUR,E107665
EO172270,2006-04-04,Paper clips (package),ST,4,4.3,17.2,EUR,E107728
EO172270,2006-04-04,Pencil,ST,3,0.2,0.6,EUR,E107949
EO172284,2006-04-04,Pen,ST,1,0.5,0.5,EUR,E108031
EO172290,2006-04-04,Notepad,ST,4,0.9,3.6,EUR,E108039
EO172295,2006-04-05,Pencil,ST,4,0.2,0.8,EUR,E107596
EO172310,2006-04-05,Notepad,ST,4,0.9,3.6,EUR,E107598
EO172317,2006-04-05,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107882
EO172317,2006-04-05,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107918
EO172331,2006-04-05,Pencil,ST,3,0.2,0.6,EUR,E107936
EO172331,2006-04-05,Pen,ST,1,0.5,0.5,EUR,E107936
EO172345,2006-04-05,Pencil,ST,4,0.2,0.8,EUR,E107938
EO172358,2006-04-05,Pencil,ST,4,0.2,0.8,EUR,E108095
EO172359,2006-04-06,Pen,ST,1,0.5,0.5,EUR,E107543
EO172369,2006-04-06,Paper clips (package),ST,5,4.3,21.5,EUR,E107662
EO172378,2006-04-06,Pen,ST,1,0.5,0.5,EUR,E107672
EO172384,2006-04-06,Notepad,ST,2,0.9,1.8,EUR,E107704
EO172385,2006-04-06,Paper clips (package),ST,3,4.3,12.89,EUR,E107821
EO172387,2006-04-06,Paper clips (package),ST,4,4.3,17.2,EUR,E108045
EO172391,2006-04-07,Pen,ST,1,0.5,0.5,EUR,E107653
EO172411,2006-04-07,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107792
EO172426,2006-04-07,Pencil,ST,5,0.2,1.0,EUR,E107903
EO172435,2006-04-09,Paper clips (package),ST,4,4.3,17.2,EUR,E107641
EO172455,2006-04-09,Pencil,ST,4,0.2,0.8,EUR,E107643
EO172471,2006-04-09,Printer paper,ST,1,1.9,1.9,EUR,E107795
EO172483,2006-04-09,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107799
EO172488,2006-04-09,Paper clips (package),ST,3,4.3,12.89,EUR,E107965
EO172500,2006-04-09,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108022
EO172504,2006-04-09,Printer paper,ST,1,1.9,1.9,EUR,E108050
EO172520,2006-04-10,Paper clips (package),ST,4,4.3,17.2,EUR,E107641
EO172527,2006-04-10,Paper clips (package),ST,4,4.3,17.2,EUR,E107814
EO172545,2006-04-11,Printer paper,ST,1,1.9,1.9,EUR,E107596
EO172565,2006-04-11,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107775
EO172582,2006-04-11,Printer paper,ST,1,1.9,1.9,EUR,E107886
EO172597,2006-04-11,Pencil,ST,4,0.2,0.8,EUR,E107936
EO172598,2006-04-11,Printer paper,ST,1,1.9,1.9,EUR,E108081
EO172602,2006-04-13,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107821
EO172609,2006-04-13,Notepad,ST,3,0.9,2.7,EUR,E107965
