BusinessTripId,StartDate,EndDate,EmployeeId,PostalCode,City,OvernightStays,HotelCosts,TravelCosts,Currency
BT118208,2001-09-02,2001-09-06,E107821,36275,Kirchheim,4,0,134.82,EUR
BT118211,2001-09-03,2001-09-06,E107672,36304,Alsfeld,3,0,100.7,EUR
BT118214,2001-09-04,2001-09-09,E107681,36219,Cornberg,5,0,124.64,EUR
BT118218,2001-09-05,2001-09-10,E107652,36275,Kirchheim,5,0,136.65,EUR
BT118225,2001-09-05,2001-09-09,E107653,36287,Breitenbach,4,0,118.46,EUR
BT118230,2001-09-06,2001-09-11,E107842,56729,Kirchwald,5,977.52,32.45,EUR
BT118234,2001-09-07,2001-09-11,E107681,36219,Cornberg,4,0,125.86,EUR
BT118235,2001-09-07,2001-09-08,E107836,36272,Niederaula,1,0,24.93,EUR
BT118240,2001-09-07,2001-09-07,E107590,36287,Breitenbach,0,0,0.0,EUR
BT118244,2001-09-08,2001-09-13,E107652,36277,Schenklengsfeld,5,0,149.85,EUR
BT118250,2001-09-08,2001-09-12,E107836,36280,Oberaula,4,0,104.1,EUR
BT118251,2001-09-08,2001-09-12,E107623,36277,Schenklengsfeld,4,0,102.83,EUR
BT118257,2001-09-09,2001-09-14,E107681,36217,Ronshausen,5,0,162.66,EUR
BT118263,2001-09-09,2001-09-14,E107623,36272,Niederaula,5,0,172.48,EUR
BT118264,2001-09-10,2001-09-10,E107837,36304,Alsfeld,0,0,0.0,EUR
BT118266,2001-09-11,2001-09-15,E107691,36219,Cornberg,4,0,116.83,EUR
BT118274,2001-09-12,2001-09-16,E107691,36219,Cornberg,4,0,106.93,EUR
BT118280,2001-09-12,2001-09-15,E107842,36277,Schenklengsfeld,3,0,83.61,EUR
BT118288,2001-09-12,2001-09-17,E107590,36318,Schwalmtal,5,0,121.71,EUR
BT118292,2001-09-13,2001-09-18,E107601,36266,Heringen,5,0,135.59,EUR
BT118299,2001-09-13,2001-09-16,E107821,36277,Schenklengsfeld,3,0,86.06,EUR
BT118306,2001-09-15,2001-09-19,E107850,36318,Schwalmtal,4,0,134.06,EUR
BT118311,2001-09-15,2001-09-15,E107653,36318,Schwalmtal,0,0,0.0,EUR
BT118312,2001-09-16,2001-09-20,E107681,36269,Philippsthal,4,0,113.66,EUR
BT118314,2001-09-17,2001-09-19,E107836,36280,Oberaula,2,0,66.5,EUR
BT118322,2001-09-18,2001-09-25,E107821,56288,Hollnich,7,1116.46,31.86,EUR
BT118325,2001-09-19,2001-09-21,E107681,36219,Cornberg,2,0,61.75,EUR
BT118330,2001-09-19,2001-09-19,E107672,36318,Schwalmtal,0,0,0.0,EUR
BT118333,2001-09-19,2001-09-20,E107850,45219,Essen,1,193.11,26.18,EUR
BT118341,2001-09-20,2001-09-22,E107590,36304,Alsfeld,2,0,55.33,EUR
BT118343,2001-09-23,2001-09-25,E107672,36304,Alsfeld,2,0,62.14,EUR
BT118344,2001-09-23,2001-09-28,E107590,36284,Hohenroda,5,0,151.17,EUR
BT118349,2001-09-23,2001-09-27,E107837,36286,Neuenstein,4,0,128.26,EUR
BT118355,2001-09-24,2001-09-24,E107691,36269,Philippsthal,0,0,0.0,EUR
BT118356,2001-09-24,2001-09-28,E107590,36304,Alsfeld,4,0,116.02,EUR
BT118360,2001-09-24,2001-09-27,E107653,36289,Friedewald,3,0,73.85,EUR
BT118364,2001-09-25,2001-09-28,E107837,36287,Breitenbach,3,0,76.49,EUR
BT118367,2001-09-26,2001-09-28,E107681,36217,Ronshausen,2,0,71.32,EUR
BT118373,2001-09-27,2001-10-02,E107763,36284,Hohenroda,5,0,162.43,EUR
BT118381,2001-09-28,2001-10-03,E107763,36284,Hohenroda,5,0,174.24,EUR
BT118386,2001-09-28,2001-09-30,E107763,36280,Oberaula,2,0,58.2,EUR
BT118394,2001-09-28,2001-10-02,E107653,36286,Neuenstein,4,0,131.04,EUR
BT118395,2001-09-28,2001-09-29,E107837,54668,Niederweis,1,184.76,26.98,EUR
BT118403,2001-09-29,2001-10-04,E107763,36282,Hauneck,5,0,167.39,EUR
BT118411,2001-09-29,2001-10-02,E107850,36289,Friedewald,3,0,83.48,EUR
BT118413,2001-09-30,2001-10-05,E107691,36272,Niederaula,5,0,150.14,EUR
BT118417,2001-09-30,2001-10-02,E107623,36284,Hohenroda,2,0,62.82,EUR
BT118420,2001-09-30,2001-10-03,E107842,36275,Kirchheim,3,0,87.98,EUR
BT118422,2001-09-30,2001-09-30,E107590,36318,Schwalmtal,0,0,0.0,EUR
BT118427,2001-10-01,2001-10-03,E107681,36251,Bad Hersfeld,2,0,49.54,EUR
BT118434,2001-10-01,2001-10-05,E107601,36269,Philippsthal,4,0,115.25,EUR
BT118438,2001-10-01,2001-10-02,E107850,36304,Alsfeld,1,0,35.25,EUR
BT118445,2001-10-02,2001-10-02,E107763,36275,Kirchheim,0,0,0.0,EUR
BT118449,2001-10-02,2001-10-05,E107672,36286,Neuenstein,3,0,91.75,EUR
BT118451,2001-10-03,2001-10-07,E107821,36277,Schenklengsfeld,4,0,140.72,EUR
BT118455,2001-10-03,2001-10-04,E107672,36304,Alsfeld,1,0,33.5,EUR
BT118456,2001-10-04,2001-10-07,E107821,36275,Kirchheim,3,0,100.67,EUR
BT118459,2001-10-05,2001-10-10,E107623,36275,Kirchheim,5,0,171.11,EUR
BT118463,2001-10-05,2001-10-06,E107672,36287,Breitenbach,1,0,24.3,EUR
BT118469,2001-10-05,2001-10-06,E107837,36304,Alsfeld,1,0,27.38,EUR
BT118474,2001-10-06,2001-10-11,E107691,36217,Ronshausen,5,0,131.11,EUR
BT118475,2001-10-06,2001-10-08,E107763,36272,Niederaula,2,0,50.82,EUR
BT118483,2001-10-06,2001-10-09,E107763,36277,Schenklengsfeld,3,0,96.54,EUR
BT118485,2001-10-06,2001-10-10,E107842,36284,Hohenroda,4,0,129.13,EUR
BT118488,2001-10-07,2001-10-09,E107837,36318,Schwalmtal,2,0,67.98,EUR
BT118492,2001-10-08,2001-10-11,E107821,36284,Hohenroda,3,0,95.22,EUR
BT118495,2001-10-08,2001-10-11,E107652,36282,Hauneck,3,0,73.24,EUR
BT118502,2001-10-08,2001-10-15,E107623,37075,Göttingen,7,1084.36,26.08,EUR
BT118503,2001-10-09,2001-10-10,E107652,36277,Schenklengsfeld,1,0,32.28,EUR
BT118506,2001-10-10,2001-10-13,E107691,36251,Bad Hersfeld,3,0,106.24,EUR
BT118509,2001-10-10,2001-10-13,E107842,36275,Kirchheim,3,0,86.66,EUR
BT118513,2001-10-11,2001-10-15,E107691,36266,Heringen,4,0,106.78,EUR
BT118519,2001-10-11,2001-10-15,E107601,36266,Heringen,4,0,139.16,EUR
BT118524,2001-10-12,2001-10-15,E107601,36251,Bad Hersfeld,3,0,98.88,EUR
BT118530,2001-10-12,2001-10-14,E107681,36272,Niederaula,2,0,53.19,EUR
BT118532,2001-10-12,2001-10-14,E107842,36280,Oberaula,2,0,51.28,EUR
BT118540,2001-10-14,2001-10-14,E107590,36289,Friedewald,0,0,0.0,EUR
BT118545,2001-10-14,2001-10-18,E107850,36304,Alsfeld,4,0,102.67,EUR
BT118553,2001-10-14,2001-10-23,E107763,50997,Köln,9,1589.38,30.63,EUR
BT118556,2001-10-15,2001-10-18,E107691,36269,Philippsthal,3,0,95.04,EUR
BT118562,2001-10-16,2001-10-20,E107691,36269,Philippsthal,4,0,138.93,EUR
BT118569,2001-10-17,2001-10-21,E107623,36284,Hohenroda,4,0,124.55,EUR
BT118575,2001-10-17,2001-10-19,E107653,36287,Breitenbach,2,0,60.85,EUR
BT118578,2001-10-17,2001-10-20,E107672,36287,Breitenbach,3,0,85.46,EUR
BT118581,2001-10-17,2001-10-17,E107653,36289,Friedewald,0,0,0.0,EUR
BT118584,2001-10-21,2001-10-22,E107691,36219,Cornberg,1,0,35.04,EUR
BT118586,2001-10-21,2001-10-26,E107842,36277,Schenklengsfeld,5,0,120.84,EUR
BT118593,2001-10-22,2001-10-26,E107837,36287,Breitenbach,4,0,117.85,EUR
BT118598,2001-10-24,2001-10-27,E107850,36286,Neuenstein,3,0,105.71,EUR
BT118606,2001-10-24,2001-10-25,E107837,36304,Alsfeld,1,0,34.55,EUR
BT118610,2001-10-24,2001-11-02,E107837,52391,Vettweiß,9,1464.88,29.98,EUR
BT118617,2001-10-25,2001-10-25,E107836,36282,Hauneck,0,0,0.0,EUR
BT118618,2001-10-25,2001-10-29,E107653,36289,Friedewald,4,0,134.59,EUR
BT118619,2001-10-25,2001-10-25,E107850,36289,Friedewald,0,0,0.0,EUR
BT118621,2001-10-27,2001-10-29,E107837,36287,Breitenbach,2,0,53.2,EUR
BT118625,2001-10-28,2001-10-30,E107601,36219,Cornberg,2,0,67.02,EUR
BT118631,2001-10-28,2001-10-31,E107821,36272,Niederaula,3,0,92.26,EUR
BT118632,2001-10-28,2001-10-29,E107836,36272,Niederaula,1,0,32.83,EUR
BT118633,2001-10-29,2001-10-29,E107601,36272,Niederaula,0,0,0.0,EUR
BT118637,2001-10-29,2001-11-02,E107590,36304,Alsfeld,4,0,117.73,EUR
BT118642,2001-10-30,2001-10-31,E107691,36269,Philippsthal,1,0,26.76,EUR
BT118646,2001-10-30,2001-11-08,E107623,54668,Echternacherbrück,9,1380.54,26.98,EUR
BT118647,2001-10-31,2001-11-02,E107763,36282,Hauneck,2,0,71.82,EUR
BT118655,2001-10-31,2001-11-04,E107837,36286,Neuenstein,4,0,99.92,EUR
BT118661,2001-11-01,2001-11-04,E107681,36266,Heringen,3,0,96.76,EUR
BT118664,2001-11-01,2001-11-05,E107681,36269,Philippsthal,4,0,142.52,EUR
BT118672,2001-11-01,2001-11-03,E107842,36284,Hohenroda,2,0,68.76,EUR
BT118680,2001-11-01,2001-11-06,E107837,36287,Breitenbach,5,0,172.14,EUR
BT118683,2001-11-02,2001-11-02,E107836,36275,Kirchheim,0,0,0.0,EUR
BT118684,2001-11-03,2001-11-04,E107691,36219,Cornberg,1,0,25.56,EUR
BT118690,2001-11-03,2001-11-08,E107681,36266,Heringen,5,0,131.38,EUR
BT118692,2001-11-03,2001-11-03,E107653,36304,Alsfeld,0,0,0.0,EUR
BT118699,2001-11-04,2001-11-09,E107691,36219,Cornberg,5,0,167.29,EUR
BT118706,2001-11-05,2001-11-07,E107601,36251,Bad Hersfeld,2,0,59.46,EUR
BT118710,2001-11-05,2001-11-06,E107672,36287,Breitenbach,1,0,29.93,EUR
BT118711,2001-11-06,2001-11-06,E107601,36217,Ronshausen,0,0,0.0,EUR
BT118718,2001-11-07,2001-11-12,E107836,36284,Hohenroda,5,0,169.91,EUR
BT118724,2001-11-08,2001-11-13,E107623,36282,Hauneck,5,0,124.3,EUR
BT118731,2001-11-08,2001-11-08,E107590,36287,Breitenbach,0,0,0.0,EUR
BT118739,2001-11-09,2001-11-11,E107623,36275,Kirchheim,2,0,49.17,EUR
BT118745,2001-11-09,2001-11-11,E107850,36318,Schwalmtal,2,0,58.31,EUR
BT118748,2001-11-10,2001-11-14,E107821,36284,Hohenroda,4,0,109.47,EUR
BT118756,2001-11-10,2001-11-14,E107837,36289,Friedewald,4,0,114.25,EUR
BT118761,2001-11-11,2001-11-11,E107763,36282,Hauneck,0,0,0.0,EUR
BT118764,2001-11-11,2001-11-12,E107652,36277,Schenklengsfeld,1,0,30.21,EUR
BT118766,2001-11-11,2001-11-18,E107590,54533,Hasborn,7,1321.36,29.5,EUR
BT118769,2001-11-12,2001-11-12,E107601,36217,Ronshausen,0,0,0.0,EUR
BT118775,2001-11-13,2001-11-16,E107763,36277,Schenklengsfeld,3,0,79.11,EUR
BT118781,2001-11-14,2001-11-14,E107601,36251,Bad Hersfeld,0,0,0.0,EUR
BT118789,2001-11-14,2001-11-16,E107842,36282,Hauneck,2,0,56.85,EUR
BT118791,2001-11-15,2001-11-17,E107691,36217,Ronshausen,2,0,63.71,EUR
BT118797,2001-11-15,2001-11-19,E107623,36280,Oberaula,4,0,116.92,EUR
BT118801,2001-11-16,2001-11-20,E107601,36219,Cornberg,4,0,137.76,EUR
BT118803,2001-11-16,2001-11-18,E107691,36266,Heringen,2,0,61.43,EUR
BT118805,2001-11-16,2001-11-20,E107821,36282,Hauneck,4,0,119.48,EUR
BT118810,2001-11-16,2001-11-20,E107842,54472,Brauneberg,4,730.2,30.24,EUR
BT118814,2001-11-17,2001-11-18,E107836,36272,Niederaula,1,0,26.81,EUR
BT118820,2001-11-18,2001-11-22,E107821,36272,Niederaula,4,0,118.47,EUR
BT118825,2001-11-19,2001-11-19,E107623,36277,Schenklengsfeld,0,0,0.0,EUR
BT118833,2001-11-19,2001-11-19,E107672,36284,Hohenroda,0,0,0.0,EUR
BT118835,2001-11-20,2001-11-20,E107691,36219,Cornberg,0,0,0.0,EUR
BT118840,2001-11-20,2001-11-25,E107623,36272,Niederaula,5,0,146.1,EUR
BT118848,2001-11-20,2001-11-23,E107653,36284,Hohenroda,3,0,95.1,EUR
BT118853,2001-11-21,2001-11-21,E107623,36275,Kirchheim,0,0,0.0,EUR
BT118859,2001-11-22,2001-11-23,E107623,36275,Kirchheim,1,0,28.91,EUR
BT118866,2001-11-23,2001-11-28,E107652,36275,Kirchheim,5,0,120.23,EUR
BT118868,2001-11-23,2001-11-23,E107653,36289,Friedewald,0,0,0.0,EUR
BT118869,2001-11-24,2001-11-25,E107652,36280,Oberaula,1,0,33.96,EUR
BT118870,2001-11-24,2001-11-28,E107623,36284,Hohenroda,4,0,110.77,EUR
BT118877,2001-11-24,2001-11-27,E107672,36304,Alsfeld,3,0,76.39,EUR
BT118878,2001-11-25,2001-11-30,E107763,36275,Kirchheim,5,0,138.13,EUR
BT118881,2001-11-26,2001-11-30,E107763,36280,Oberaula,4,0,98.75,EUR
BT118882,2001-11-26,2001-11-28,E107837,36318,Schwalmtal,2,0,52.17,EUR
BT118884,2001-11-26,2001-11-29,E107590,36284,Hohenroda,3,0,72.8,EUR
BT118885,2001-11-27,2001-11-28,E107681,36217,Ronshausen,1,0,26.81,EUR
BT118887,2001-11-27,2001-12-02,E107842,36282,Hauneck,5,0,156.29,EUR
BT118889,2001-11-28,2001-12-01,E107691,36272,Niederaula,3,0,92.58,EUR
BT118896,2001-11-28,2001-11-29,E107681,36272,Niederaula,1,0,24.98,EUR
BT118897,2001-11-28,2001-11-30,E107623,36284,Hohenroda,2,0,67.15,EUR
BT118904,2001-11-29,2001-11-30,E107821,36277,Schenklengsfeld,1,0,29.04,EUR
BT118911,2001-11-30,2001-12-04,E107691,36251,Bad Hersfeld,4,0,137.66,EUR
BT118916,2001-11-30,2001-12-02,E107681,36266,Heringen,2,0,56.0,EUR
BT118919,2001-12-01,2001-12-04,E107837,36286,Neuenstein,3,0,78.91,EUR
BT118921,2001-12-01,2001-12-04,E107850,36284,Hohenroda,3,0,100.01,EUR
BT118929,2001-12-05,2001-12-09,E107623,36277,Schenklengsfeld,4,0,128.26,EUR
BT118930,2001-12-05,2001-12-09,E107653,36284,Hohenroda,4,0,100.14,EUR
BT118933,2001-12-05,2001-12-10,E107672,36284,Hohenroda,5,0,177.67,EUR
BT118935,2001-12-06,2001-12-09,E107623,36284,Hohenroda,3,0,97.11,EUR
BT118938,2001-12-06,2001-12-11,E107837,36287,Breitenbach,5,0,138.24,EUR
BT118939,2001-12-06,2001-12-06,E107590,36284,Hohenroda,0,0,0.0,EUR
BT118943,2001-12-07,2001-12-08,E107691,36219,Cornberg,1,0,29.37,EUR
BT118949,2001-12-07,2001-12-10,E107850,36286,Neuenstein,3,0,105.74,EUR
BT118950,2001-12-08,2001-12-10,E107691,36269,Philippsthal,2,0,70.03,EUR
BT118953,2001-12-09,2001-12-11,E107623,36275,Kirchheim,2,0,64.96,EUR
BT118954,2001-12-09,2001-12-13,E107763,36282,Hauneck,4,0,100.03,EUR
BT118960,2001-12-10,2001-12-15,E107882,36275,Kirchheim,5,0,136.28,EUR
BT118965,2001-12-12,2001-12-17,E107681,36217,Ronshausen,5,0,121.01,EUR
BT118969,2001-12-12,2001-12-15,E107691,36272,Niederaula,3,0,82.16,EUR
BT118974,2001-12-12,2001-12-16,E107850,36318,Schwalmtal,4,0,131.65,EUR
BT118977,2001-12-13,2001-12-18,E107882,36280,Oberaula,5,0,150.85,EUR
BT118982,2001-12-13,2001-12-14,E107882,36284,Hohenroda,1,0,34.69,EUR
BT118988,2001-12-13,2001-12-17,E107672,36289,Friedewald,4,0,112.25,EUR
BT118991,2001-12-13,2001-12-17,E107837,36289,Friedewald,4,0,133.33,EUR
BT118997,2001-12-15,2001-12-20,E107886,36219,Cornberg,5,0,130.61,EUR
BT119005,2001-12-17,2001-12-21,E107681,36266,Heringen,4,0,118.35,EUR
BT119009,2001-12-18,2001-12-19,E107601,36272,Niederaula,1,0,31.75,EUR
BT119016,2001-12-18,2001-12-18,E107886,36269,Philippsthal,0,0,0.0,EUR
BT119021,2001-12-18,2001-12-21,E107601,36269,Philippsthal,3,0,74.19,EUR
BT119023,2001-12-18,2001-12-19,E107691,36266,Heringen,1,0,35.47,EUR
BT119028,2001-12-19,2001-12-20,E107681,36266,Heringen,1,0,33.25,EUR
BT119036,2001-12-19,2001-12-23,E107842,36282,Hauneck,4,0,118.16,EUR
BT119044,2001-12-19,2001-12-21,E107590,36318,Schwalmtal,2,0,51.51,EUR
BT119049,2001-12-19,2001-12-21,E107837,36289,Friedewald,2,0,51.07,EUR
BT119054,2001-12-20,2001-12-21,E107623,36282,Hauneck,1,0,28.65,EUR
BT119060,2001-12-20,2001-12-25,E107652,36280,Oberaula,5,0,177.19,EUR
BT119062,2001-12-21,2001-12-26,E107681,36266,Heringen,5,0,121.17,EUR
BT119066,2001-12-21,2001-12-21,E107882,36272,Niederaula,0,0,0.0,EUR
BT119071,2001-12-21,2001-12-27,E107836,42579,Heiligenhaus,6,1098.82,32.53,EUR
BT119075,2001-12-22,2001-12-25,E107681,36266,Heringen,3,0,98.31,EUR
BT119083,2001-12-22,2001-12-23,E107681,36266,Heringen,1,0,29.97,EUR
BT119087,2001-12-22,2001-12-24,E107836,36280,Oberaula,2,0,62.55,EUR
BT119089,2001-12-22,2001-12-22,E107590,36304,Alsfeld,0,0,0.0,EUR
BT119096,2001-12-22,2001-12-30,E107821,38350,Am Tekenberge,8,1488.68,24.74,EUR
BT119099,2001-12-23,2001-12-28,E107681,36251,Bad Hersfeld,5,0,154.38,EUR
BT119106,2001-12-24,2001-12-28,E107590,36289,Friedewald,4,0,113.57,EUR
BT119114,2001-12-25,2001-12-30,E107850,36286,Neuenstein,5,0,134.66,EUR
BT119121,2001-12-26,2001-12-27,E107763,36277,Schenklengsfeld,1,0,33.89,EUR
BT119122,2001-12-27,2002-01-03,E107850,57644,Hattert,7,1281.86,31.17,EUR
BT119124,2001-12-28,2001-12-31,E107601,36217,Ronshausen,3,0,79.78,EUR
BT119129,2001-12-28,2002-01-01,E107672,36289,Friedewald,4,0,143.4,EUR
BT119130,2001-12-28,2002-01-03,E107623,35075,Gladenbach,6,1129.05,27.03,EUR
BT119138,2001-12-31,2002-01-04,E107691,36219,Cornberg,4,0,110.73,EUR
BT119141,2001-12-31,2001-12-31,E107821,36284,Hohenroda,0,0,0.0,EUR
BT119145,2002-01-01,2002-01-04,E107836,36280,Oberaula,3,0,86.73,EUR
BT119150,2002-01-01,2002-01-03,E107836,36284,Hohenroda,2,0,66.16,EUR
BT119156,2002-01-01,2002-01-02,E107653,36286,Neuenstein,1,0,35.96,EUR
BT119158,2002-01-01,2002-01-05,E107672,36287,Breitenbach,4,0,128.64,EUR
BT119159,2002-01-01,2002-01-03,E107837,36284,Hohenroda,2,0,60.6,EUR
BT119163,2002-01-01,2002-01-03,E107672,36318,Schwalmtal,2,0,59.24,EUR
BT119165,2002-01-01,2002-01-05,E107691,38372,Büddenstedt,4,704.76,30.96,EUR
BT119167,2002-01-02,2002-01-02,E107886,36272,Niederaula,0,0,0.0,EUR
BT119169,2002-01-02,2002-01-02,E107652,36277,Schenklengsfeld,0,0,0.0,EUR
BT119173,2002-01-03,2002-01-06,E107691,36266,Heringen,3,0,82.58,EUR
BT119181,2002-01-03,2002-01-07,E107836,36272,Niederaula,4,0,119.04,EUR
BT119184,2002-01-03,2002-01-05,E107590,36284,Hohenroda,2,0,57.33,EUR
BT119189,2002-01-03,2002-01-07,E107837,36289,Friedewald,4,0,136.84,EUR
BT119196,2002-01-03,2002-01-07,E107837,36286,Neuenstein,4,0,100.35,EUR
BT119201,2002-01-04,2002-01-05,E107590,36318,Schwalmtal,1,0,28.56,EUR
BT119205,2002-01-05,2002-01-08,E107601,36266,Heringen,3,0,83.63,EUR
BT119207,2002-01-05,2002-01-06,E107882,36280,Oberaula,1,0,26.78,EUR
BT119209,2002-01-05,2002-01-05,E107623,36275,Kirchheim,0,0,0.0,EUR
BT119215,2002-01-05,2002-01-05,E107672,36287,Breitenbach,0,0,0.0,EUR
BT119216,2002-01-05,2002-01-06,E107850,36286,Neuenstein,1,0,34.64,EUR
BT119221,2002-01-06,2002-01-08,E107681,36217,Ronshausen,2,0,69.74,EUR
BT119223,2002-01-06,2002-01-06,E107837,36318,Schwalmtal,0,0,0.0,EUR
BT119228,2002-01-06,2002-01-10,E107590,36318,Schwalmtal,4,0,143.61,EUR
BT119232,2002-01-06,2002-01-11,E107842,54456,Onsdorf,5,926.44,31.71,EUR
BT119239,2002-01-06,2002-01-10,E107763,54539,Zeltingen, Forsthaus,4,780.27,29.91,EUR
BT119241,2002-01-07,2002-01-09,E107601,36272,Niederaula,2,0,59.77,EUR
BT119249,2002-01-07,2002-01-08,E107837,36287,Breitenbach,1,0,32.91,EUR
BT119251,2002-01-08,2002-01-12,E107590,36287,Breitenbach,4,0,126.79,EUR
BT119254,2002-01-08,2002-01-12,E107837,36289,Friedewald,4,0,126.99,EUR
BT119262,2002-01-09,2002-01-13,E107601,46483,Wesel,4,788.0,29.43,EUR
BT119266,2002-01-11,2002-01-16,E107886,36272,Niederaula,5,0,153.33,EUR
BT119271,2002-01-11,2002-01-16,E107821,36282,Hauneck,5,0,143.18,EUR
BT119278,2002-01-11,2002-01-14,E107623,36284,Hohenroda,3,0,98.72,EUR
BT119283,2002-01-11,2002-01-13,E107850,36318,Schwalmtal,2,0,67.86,EUR
BT119285,2002-01-13,2002-01-14,E107681,36272,Niederaula,1,0,31.25,EUR
BT119288,2002-01-15,2002-01-19,E107886,36219,Cornberg,4,0,97.4,EUR
BT119296,2002-01-15,2002-01-15,E107882,36284,Hohenroda,0,0,0.0,EUR
BT119302,2002-01-16,2002-01-16,E107652,36277,Schenklengsfeld,0,0,0.0,EUR
BT119308,2002-01-17,2002-01-19,E107886,36269,Philippsthal,2,0,50.44,EUR
BT119314,2002-01-17,2002-01-17,E107821,36277,Schenklengsfeld,0,0,0.0,EUR
BT119318,2002-01-19,2002-01-23,E107681,36269,Philippsthal,4,0,130.73,EUR
BT119326,2002-01-19,2002-01-20,E107691,36219,Cornberg,1,0,32.29,EUR
BT119331,2002-01-19,2002-01-20,E107652,36275,Kirchheim,1,0,26.2,EUR
BT119335,2002-01-19,2002-01-23,E107653,36289,Friedewald,4,0,114.85,EUR
BT119342,2002-01-21,2002-01-22,E107886,36219,Cornberg,1,0,26.78,EUR
BT119343,2002-01-21,2002-01-26,E107672,36287,Breitenbach,5,0,144.39,EUR
BT119344,2002-01-22,2002-01-27,E107653,36286,Neuenstein,5,0,125.34,EUR
BT119350,2002-01-25,2002-01-25,E107763,36275,Kirchheim,0,0,0.0,EUR
BT119357,2002-01-25,2002-01-29,E107672,36304,Alsfeld,4,0,102.02,EUR
BT119359,2002-01-26,2002-01-26,E107653,36286,Neuenstein,0,0,0.0,EUR
BT119365,2002-01-28,2002-01-30,E107590,36286,Neuenstein,2,0,52.18,EUR
BT119366,2002-01-29,2002-01-31,E107601,36217,Ronshausen,2,0,48.26,EUR
BT119370,2002-01-30,2002-02-01,E107653,36318,Schwalmtal,2,0,64.84,EUR
BT119378,2002-01-31,2002-02-02,E107886,36217,Ronshausen,2,0,50.38,EUR
BT119386,2002-01-31,2002-02-03,E107652,36277,Schenklengsfeld,3,0,89.16,EUR
BT119393,2002-02-02,2002-02-07,E107850,36304,Alsfeld,5,0,131.54,EUR
BT119401,2002-02-03,2002-02-06,E107691,36272,Niederaula,3,0,97.36,EUR
BT119402,2002-02-03,2002-02-04,E107652,36282,Hauneck,1,0,35.21,EUR
BT119406,2002-02-03,2002-02-05,E107821,36280,Oberaula,2,0,49.85,EUR
BT119409,2002-02-03,2002-02-07,E107652,36282,Hauneck,4,0,121.43,EUR
BT119411,2002-02-03,2002-02-04,E107652,36277,Schenklengsfeld,1,0,25.28,EUR
BT119419,2002-02-05,2002-02-09,E107691,36269,Philippsthal,4,0,101.94,EUR
BT119421,2002-02-07,2002-02-10,E107763,36272,Niederaula,3,0,88.62,EUR
BT119423,2002-02-07,2002-02-08,E107882,36280,Oberaula,1,0,25.44,EUR
BT119431,2002-02-07,2002-02-10,E107653,36287,Breitenbach,3,0,88.28,EUR
BT119433,2002-02-07,2002-02-08,E107653,36304,Alsfeld,1,0,29.25,EUR
BT119440,2002-02-08,2002-02-08,E107590,36304,Alsfeld,0,0,0.0,EUR
BT119447,2002-02-09,2002-02-13,E107681,36251,Bad Hersfeld,4,0,106.62,EUR
BT119454,2002-02-09,2002-02-11,E107842,36284,Hohenroda,2,0,64.4,EUR
BT119455,2002-02-09,2002-02-11,E107590,36289,Friedewald,2,0,64.25,EUR
BT119463,2002-02-10,2002-02-12,E107652,36280,Oberaula,2,0,55.94,EUR
BT119466,2002-02-11,2002-02-14,E107681,36251,Bad Hersfeld,3,0,93.33,EUR
BT119469,2002-02-12,2002-02-16,E107681,36266,Heringen,4,0,137.98,EUR
BT119471,2002-02-12,2002-02-14,E107882,36275,Kirchheim,2,0,57.94,EUR
BT119476,2002-02-12,2002-02-15,E107821,36275,Kirchheim,3,0,75.71,EUR
BT119483,2002-02-14,2002-02-19,E107886,36251,Bad Hersfeld,5,0,123.5,EUR
BT119488,2002-02-14,2002-02-19,E107842,36280,Oberaula,5,0,147.86,EUR
BT119489,2002-02-15,2002-02-15,E107836,36275,Kirchheim,0,0,0.0,EUR
BT119497,2002-02-16,2002-02-20,E107691,36217,Ronshausen,4,0,98.71,EUR
BT119505,2002-02-16,2002-02-20,E107681,36251,Bad Hersfeld,4,0,143.55,EUR
BT119509,2002-02-17,2002-02-17,E107886,36217,Ronshausen,0,0,0.0,EUR
BT119517,2002-02-17,2002-02-17,E107681,36219,Cornberg,0,0,0.0,EUR
BT119522,2002-02-17,2002-02-19,E107886,55232,Alzey,2,376.8,24.3,EUR
BT119530,2002-02-17,2002-02-26,E107821,38315,Schladen,9,1470.26,29.33,EUR
BT119535,2002-02-19,2002-02-20,E107601,36219,Cornberg,1,0,25.4,EUR
BT119539,2002-02-19,2002-02-23,E107672,36284,Hohenroda,4,0,114.19,EUR
BT119547,2002-02-21,2002-02-24,E107623,36282,Hauneck,3,0,86.29,EUR
BT119554,2002-02-22,2002-02-26,E107836,36272,Niederaula,4,0,111.77,EUR
BT119559,2002-02-24,2002-02-28,E107590,36289,Friedewald,4,0,118.88,EUR
BT119566,2002-02-27,2002-03-01,E107886,36219,Cornberg,2,0,56.9,EUR
BT119567,2002-02-28,2002-02-28,E107691,36272,Niederaula,0,0,0.0,EUR
BT119570,2002-02-28,2002-03-03,E107691,36251,Bad Hersfeld,3,0,101.99,EUR
BT119571,2002-03-01,2002-03-04,E107652,36275,Kirchheim,3,0,98.1,EUR
BT119573,2002-03-01,2002-03-06,E107837,36284,Hohenroda,5,0,139.21,EUR
BT119574,2002-03-02,2002-03-03,E107842,36280,Oberaula,1,0,33.42,EUR
BT119575,2002-03-02,2002-03-06,E107821,36282,Hauneck,4,0,105.61,EUR
