FinanceProcessId,BranchId,Date,ProcessType,Costs,Currency
FP103892,B100014,2005-05-01,Water bill,422.28,EUR
FP103893,B100014,2005-05-01,Heating costs,120.08,EUR
FP103894,B100015,2005-05-01,Electricity prepayment,1557.46,EUR
FP103895,B100015,2005-05-01,Water bill,378.97,EUR
FP103896,B100015,2005-05-01,Heating costs,114.38,EUR
FP103897,B100003,2005-05-02,Minor repairs,43.14,EUR
FP103898,B100005,2005-05-02,Technical support,250.83,EUR
FP103899,B100001,2005-05-09,Minor repairs,35.68,EUR
FP103900,B100009,2005-05-09,Technical support,198.28,EUR
FP103901,B100007,2005-05-11,Electrician,423.76,EUR
FP103902,B100009,2005-05-14,Ventilation repair,1292.8,EUR
FP103903,B100015,2005-05-15,Technical support,202.1,EUR
FP103904,B100012,2005-05-17,Technical support,212.91,EUR
FP103905,B100008,2005-05-18,Technical support,189.0,EUR
FP103906,B100014,2005-05-19,Window replacement,849.18,EUR
FP103907,B100001,2005-05-23,Electrician,300.93,EUR
FP103908,B100002,2005-05-24,Construction work,4291.57,EUR
FP103909,B100004,2005-05-25,Heating engineer,423.78,EUR
FP103910,B100005,2005-05-26,Smoke detector control,416.21,EUR
FP103911,B100005,2005-05-27,Heating engineer,434.96,EUR
FP103912,B100012,2005-05-28,Technical support,251.21,EUR
FP103913,B100010,2005-05-30,Vehicle repair,2081.0,EUR
FP103914,B100001,2005-06-01,Electricity prepayment,1787.85,EUR
FP103915,B100001,2005-06-01,Water bill,400.65,EUR
FP103916,B100001,2005-06-01,Heating costs,98.13,EUR
FP103917,B100002,2005-06-01,Electricity prepayment,1611.59,EUR
FP103918,B100002,2005-06-01,Water bill,444.94,EUR
FP103919,B100002,2005-06-01,Heating costs,111.51,EUR
FP103920,B100003,2005-06-01,Electricity prepayment,1508.23,EUR
FP103921,B100003,2005-06-01,Water bill,524.09,EUR
FP103922,B100003,2005-06-01,Heating costs,118.01,EUR
FP103923,B100004,2005-06-01,Electricity prepayment,1535.59,EUR
FP103924,B100004,2005-06-01,Water bill,405.28,EUR
FP103925,B100004,2005-06-01,Heating costs,134.04,EUR
FP103926,B100005,2005-06-01,Electricity prepayment,1322.52,EUR
FP103927,B100005,2005-06-01,Water bill,559.55,EUR
FP103928,B100005,2005-06-01,Heating costs,119.91,EUR
FP103929,B100006,2005-06-01,Electricity prepayment,1471.03,EUR
FP103930,B100006,2005-06-01,Water bill,448.74,EUR
FP103931,B100006,2005-06-01,Heating costs,111.6,EUR
FP103932,B100007,2005-06-01,Electricity prepayment,1241.4,EUR
FP103933,B100007,2005-06-01,Water bill,479.23,EUR
FP103934,B100007,2005-06-01,Heating costs,87.9,EUR
FP103935,B100008,2005-06-01,Electricity prepayment,1569.91,EUR
FP103936,B100008,2005-06-01,Water bill,389.25,EUR
FP103937,B100008,2005-06-01,Heating costs,135.8,EUR
FP103938,B100009,2005-06-01,Electricity prepayment,1737.71,EUR
FP103939,B100009,2005-06-01,Water bill,372.87,EUR
FP103940,B100009,2005-06-01,Heating costs,85.34,EUR
FP103941,B100010,2005-06-01,Electricity prepayment,1207.49,EUR
FP103942,B100010,2005-06-01,Water bill,340.86,EUR
FP103943,B100010,2005-06-01,Heating costs,130.66,EUR
FP103944,B100011,2005-06-01,Electricity prepayment,1632.96,EUR
FP103945,B100011,2005-06-01,Water bill,454.03,EUR
FP103946,B100011,2005-06-01,Heating costs,126.22,EUR
FP103947,B100012,2005-06-01,Electricity prepayment,1154.62,EUR
FP103948,B100012,2005-06-01,Water bill,389.86,EUR
FP103949,B100012,2005-06-01,Heating costs,137.34,EUR
FP103950,B100013,2005-06-01,Electricity prepayment,1169.81,EUR
FP103951,B100013,2005-06-01,Water bill,358.51,EUR
FP103952,B100013,2005-06-01,Heating costs,100.57,EUR
FP103953,B100014,2005-06-01,Electricity prepayment,1709.76,EUR
FP103954,B100014,2005-06-01,Water bill,451.88,EUR
FP103955,B100014,2005-06-01,Heating costs,115.67,EUR
FP103956,B100015,2005-06-01,Electricity prepayment,1194.3,EUR
FP103957,B100015,2005-06-01,Water bill,418.79,EUR
FP103958,B100015,2005-06-01,Heating costs,131.74,EUR
FP103959,B100010,2005-06-01,Technical support,204.99,EUR
FP103960,B100003,2005-06-10,Plumbing service,2404.06,EUR
FP103961,B100008,2005-06-12,Vehicle repair,1831.25,EUR
FP103962,B100008,2005-06-15,Technical support,169.23,EUR
FP103963,B100006,2005-06-16,Heating engineer,466.69,EUR
FP103964,B100009,2005-06-18,Ventilation repair,1650.27,EUR
FP103965,B100005,2005-06-19,Smoke detector control,394.81,EUR
FP103966,B100006,2005-06-25,Plumbing service,1337.48,EUR
FP103967,B100009,2005-06-30,Minor repairs,12.47,EUR
FP103968,B100014,2005-06-30,Smoke detector control,396.7,EUR
FP103969,B100001,2005-07-01,Electricity prepayment,1438.18,EUR
FP103970,B100001,2005-07-01,Water bill,513.77,EUR
FP103971,B100001,2005-07-01,Heating costs,119.57,EUR
FP103972,B100002,2005-07-01,Electricity prepayment,1493.73,EUR
FP103973,B100002,2005-07-01,Water bill,499.26,EUR
FP103974,B100002,2005-07-01,Heating costs,122.09,EUR
FP103975,B100003,2005-07-01,Electricity prepayment,1471.01,EUR
FP103976,B100003,2005-07-01,Water bill,466.72,EUR
FP103977,B100003,2005-07-01,Heating costs,118.49,EUR
FP103978,B100004,2005-07-01,Electricity prepayment,1827.98,EUR
FP103979,B100004,2005-07-01,Water bill,461.32,EUR
FP103980,B100004,2005-07-01,Heating costs,138.18,EUR
FP103981,B100005,2005-07-01,Electricity prepayment,1421.1,EUR
FP103982,B100005,2005-07-01,Water bill,363.68,EUR
FP103983,B100005,2005-07-01,Heating costs,88.13,EUR
FP103984,B100006,2005-07-01,Electricity prepayment,1123.04,EUR
FP103985,B100006,2005-07-01,Water bill,475.93,EUR
FP103986,B100006,2005-07-01,Heating costs,138.82,EUR
FP103987,B100007,2005-07-01,Electricity prepayment,1525.2,EUR
FP103988,B100007,2005-07-01,Water bill,509.67,EUR
FP103989,B100007,2005-07-01,Heating costs,98.47,EUR
FP103990,B100008,2005-07-01,Electricity prepayment,1732.98,EUR
FP103991,B100008,2005-07-01,Water bill,415.52,EUR
FP103992,B100008,2005-07-01,Heating costs,122.35,EUR
FP103993,B100009,2005-07-01,Electricity prepayment,1633.18,EUR
FP103994,B100009,2005-07-01,Water bill,403.1,EUR
FP103995,B100009,2005-07-01,Heating costs,121.4,EUR
FP103996,B100010,2005-07-01,Electricity prepayment,1562.95,EUR
FP103997,B100010,2005-07-01,Water bill,422.27,EUR
FP103998,B100010,2005-07-01,Heating costs,133.69,EUR
FP103999,B100011,2005-07-01,Electricity prepayment,1631.64,EUR
FP104000,B100011,2005-07-01,Water bill,354.22,EUR
FP104001,B100011,2005-07-01,Heating costs,101.52,EUR
FP104002,B100012,2005-07-01,Electricity prepayment,1332.47,EUR
FP104003,B100012,2005-07-01,Water bill,430.05,EUR
FP104004,B100012,2005-07-01,Heating costs,89.41,EUR
FP104005,B100013,2005-07-01,Electricity prepayment,1327.73,EUR
FP104006,B100013,2005-07-01,Water bill,368.36,EUR
FP104007,B100013,2005-07-01,Heating costs,91.86,EUR
FP104008,B100014,2005-07-01,Electricity prepayment,1330.83,EUR
FP104009,B100014,2005-07-01,Water bill,476.82,EUR
FP104010,B100014,2005-07-01,Heating costs,105.67,EUR
FP104011,B100015,2005-07-01,Electricity prepayment,1194.21,EUR
FP104012,B100015,2005-07-01,Water bill,534.93,EUR
FP104013,B100015,2005-07-01,Heating costs,87.21,EUR
FP104014,B100006,2005-07-01,Construction work,4331.28,EUR
FP104015,B100011,2005-07-03,Ventilation repair,940.19,EUR
FP104016,B100004,2005-07-05,Vehicle repair,2219.2,EUR
FP104017,B100011,2005-07-06,Ventilation repair,592.87,EUR
FP104018,B100008,2005-07-07,Construction work,4277.24,EUR
FP104019,B100008,2005-07-11,Smoke detector control,442.89,EUR
FP104020,B100005,2005-07-18,Plumbing service,2287.48,EUR
FP104021,B100010,2005-07-21,Technical support,261.81,EUR
FP104022,B100005,2005-07-22,Window replacement,563.46,EUR
FP104023,B100003,2005-07-26,Electrician,293.74,EUR
FP104024,B100009,2005-07-26,Minor repairs,27.06,EUR
FP104025,B100009,2005-07-27,Electrician,374.69,EUR
FP104026,B100013,2005-07-27,Smoke detector control,408.04,EUR
FP104027,B100003,2005-07-28,Technical support,192.53,EUR
FP104028,B100005,2005-07-29,Electrician,401.42,EUR
FP104029,B100014,2005-07-29,Vehicle repair,2206.08,EUR
FP104030,B100005,2005-07-30,Minor repairs,53.24,EUR
FP104031,B100011,2005-07-30,Electrician,266.35,EUR
FP104032,B100005,2005-07-31,Plumbing service,4812.81,EUR
FP104033,B100007,2005-07-31,Window replacement,545.04,EUR
FP104034,B100001,2005-08-01,Electricity prepayment,1826.65,EUR
FP104035,B100001,2005-08-01,Water bill,378.36,EUR
FP104036,B100001,2005-08-01,Heating costs,332.37,EUR
FP104037,B100002,2005-08-01,Electricity prepayment,1707.12,EUR
FP104038,B100002,2005-08-01,Water bill,514.34,EUR
FP104039,B100002,2005-08-01,Heating costs,458.67,EUR
FP104040,B100003,2005-08-01,Electricity prepayment,1432.06,EUR
FP104041,B100003,2005-08-01,Water bill,465.44,EUR
FP104042,B100003,2005-08-01,Heating costs,365.92,EUR
FP104043,B100004,2005-08-01,Electricity prepayment,1483.06,EUR
FP104044,B100004,2005-08-01,Water bill,337.95,EUR
FP104045,B100004,2005-08-01,Heating costs,351.67,EUR
FP104046,B100005,2005-08-01,Electricity prepayment,1346.8,EUR
FP104047,B100005,2005-08-01,Water bill,416.91,EUR
FP104048,B100005,2005-08-01,Heating costs,388.36,EUR
FP104049,B100006,2005-08-01,Electricity prepayment,1621.41,EUR
FP104050,B100006,2005-08-01,Water bill,445.46,EUR
FP104051,B100006,2005-08-01,Heating costs,359.78,EUR
FP104052,B100007,2005-08-01,Electricity prepayment,1743.72,EUR
FP104053,B100007,2005-08-01,Water bill,473.88,EUR
FP104054,B100007,2005-08-01,Heating costs,414.6,EUR
FP104055,B100008,2005-08-01,Electricity prepayment,1226.8,EUR
FP104056,B100008,2005-08-01,Water bill,416.36,EUR
FP104057,B100008,2005-08-01,Heating costs,354.8,EUR
FP104058,B100009,2005-08-01,Electricity prepayment,1761.27,EUR
FP104059,B100009,2005-08-01,Water bill,533.56,EUR
FP104060,B100009,2005-08-01,Heating costs,473.66,EUR
FP104061,B100010,2005-08-01,Electricity prepayment,1553.66,EUR
FP104062,B100010,2005-08-01,Water bill,459.19,EUR
FP104063,B100010,2005-08-01,Heating costs,484.77,EUR
FP104064,B100011,2005-08-01,Electricity prepayment,1157.19,EUR
FP104065,B100011,2005-08-01,Water bill,551.02,EUR
FP104066,B100011,2005-08-01,Heating costs,442.0,EUR
FP104067,B100012,2005-08-01,Electricity prepayment,1215.43,EUR
FP104068,B100012,2005-08-01,Water bill,436.2,EUR
FP104069,B100012,2005-08-01,Heating costs,475.12,EUR
FP104070,B100013,2005-08-01,Electricity prepayment,1637.76,EUR
FP104071,B100013,2005-08-01,Water bill,347.9,EUR
FP104072,B100013,2005-08-01,Heating costs,459.05,EUR
FP104073,B100014,2005-08-01,Electricity prepayment,1626.74,EUR
FP104074,B100014,2005-08-01,Water bill,436.82,EUR
FP104075,B100014,2005-08-01,Heating costs,452.16,EUR
FP104076,B100015,2005-08-01,Electricity prepayment,1118.09,EUR
FP104077,B100015,2005-08-01,Water bill,409.25,EUR
FP104078,B100015,2005-08-01,Heating costs,441.11,EUR
FP104079,B100006,2005-08-04,Minor repairs,68.11,EUR
FP104080,B100004,2005-08-16,Plumbing service,844.14,EUR
FP104081,B100006,2005-08-16,Minor repairs,10.33,EUR
FP104082,B100007,2005-08-27,Construction work,3660.44,EUR
FP104083,B100001,2005-09-01,Electricity prepayment,1470.89,EUR
FP104084,B100001,2005-09-01,Water bill,410.36,EUR
FP104085,B100001,2005-09-01,Heating costs,351.18,EUR
FP104086,B100002,2005-09-01,Electricity prepayment,1600.54,EUR
FP104087,B100002,2005-09-01,Water bill,388.9,EUR
FP104088,B100002,2005-09-01,Heating costs,311.2,EUR
FP104089,B100003,2005-09-01,Electricity prepayment,1311.51,EUR
FP104090,B100003,2005-09-01,Water bill,376.23,EUR
FP104091,B100003,2005-09-01,Heating costs,302.85,EUR
FP104092,B100004,2005-09-01,Electricity prepayment,1567.26,EUR
FP104093,B100004,2005-09-01,Water bill,533.15,EUR
FP104094,B100004,2005-09-01,Heating costs,337.89,EUR
FP104095,B100005,2005-09-01,Electricity prepayment,1370.79,EUR
FP104096,B100005,2005-09-01,Water bill,497.16,EUR
FP104097,B100005,2005-09-01,Heating costs,334.26,EUR
FP104098,B100006,2005-09-01,Electricity prepayment,1777.02,EUR
FP104099,B100006,2005-09-01,Water bill,424.85,EUR
FP104100,B100006,2005-09-01,Heating costs,359.84,EUR
FP104101,B100007,2005-09-01,Electricity prepayment,1309.43,EUR
FP104102,B100007,2005-09-01,Water bill,530.37,EUR
FP104103,B100007,2005-09-01,Heating costs,347.34,EUR
FP104104,B100008,2005-09-01,Electricity prepayment,1233.18,EUR
FP104105,B100008,2005-09-01,Water bill,406.61,EUR
FP104106,B100008,2005-09-01,Heating costs,299.18,EUR
FP104107,B100009,2005-09-01,Electricity prepayment,1615.0,EUR
FP104108,B100009,2005-09-01,Water bill,491.71,EUR
FP104109,B100009,2005-09-01,Heating costs,487.17,EUR
FP104110,B100010,2005-09-01,Electricity prepayment,1704.42,EUR
FP104111,B100010,2005-09-01,Water bill,534.38,EUR
FP104112,B100010,2005-09-01,Heating costs,337.35,EUR
FP104113,B100011,2005-09-01,Electricity prepayment,1742.95,EUR
FP104114,B100011,2005-09-01,Water bill,387.17,EUR
FP104115,B100011,2005-09-01,Heating costs,389.08,EUR
FP104116,B100012,2005-09-01,Electricity prepayment,1313.81,EUR
FP104117,B100012,2005-09-01,Water bill,489.4,EUR
FP104118,B100012,2005-09-01,Heating costs,413.54,EUR
FP104119,B100013,2005-09-01,Electricity prepayment,1430.75,EUR
FP104120,B100013,2005-09-01,Water bill,390.23,EUR
FP104121,B100013,2005-09-01,Heating costs,487.14,EUR
FP104122,B100014,2005-09-01,Electricity prepayment,1610.22,EUR
FP104123,B100014,2005-09-01,Water bill,525.68,EUR
FP104124,B100014,2005-09-01,Heating costs,413.9,EUR
FP104125,B100015,2005-09-01,Electricity prepayment,1514.4,EUR
FP104126,B100015,2005-09-01,Water bill,518.12,EUR
FP104127,B100015,2005-09-01,Heating costs,459.75,EUR
FP104128,B100011,2005-09-02,Construction work,3594.1,EUR
FP104129,B100005,2005-09-03,Ventilation repair,1396.13,EUR
FP104130,B100004,2005-09-06,Construction work,4650.82,EUR
FP104131,B100012,2005-09-06,Window replacement,793.33,EUR
FP104132,B100009,2005-09-09,Smoke detector control,498.23,EUR
FP104133,B100002,2005-09-10,Vehicle repair,1329.79,EUR
FP104134,B100006,2005-09-16,Smoke detector control,499.44,EUR
FP104135,B100004,2005-09-18,Vehicle repair,2073.9,EUR
FP104136,B100008,2005-09-18,Electrician,338.23,EUR
FP104137,B100005,2005-09-27,Plumbing service,1238.39,EUR
FP104138,B100010,2005-09-27,Minor repairs,85.74,EUR
FP104139,B100008,2005-09-28,Ventilation repair,818.1,EUR
FP104140,B100001,2005-10-01,Electricity prepayment,1642.69,EUR
FP104141,B100001,2005-10-01,Water bill,409.29,EUR
FP104142,B100001,2005-10-01,Heating costs,380.82,EUR
FP104143,B100002,2005-10-01,Electricity prepayment,1259.56,EUR
FP104144,B100002,2005-10-01,Water bill,453.25,EUR
FP104145,B100002,2005-10-01,Heating costs,487.06,EUR
FP104146,B100003,2005-10-01,Electricity prepayment,1809.46,EUR
FP104147,B100003,2005-10-01,Water bill,365.07,EUR
FP104148,B100003,2005-10-01,Heating costs,485.34,EUR
FP104149,B100004,2005-10-01,Electricity prepayment,1470.03,EUR
FP104150,B100004,2005-10-01,Water bill,386.35,EUR
FP104151,B100004,2005-10-01,Heating costs,483.3,EUR
FP104152,B100005,2005-10-01,Electricity prepayment,1506.03,EUR
FP104153,B100005,2005-10-01,Water bill,424.0,EUR
FP104154,B100005,2005-10-01,Heating costs,477.41,EUR
FP104155,B100006,2005-10-01,Electricity prepayment,1124.3,EUR
FP104156,B100006,2005-10-01,Water bill,499.07,EUR
FP104157,B100006,2005-10-01,Heating costs,307.8,EUR
FP104158,B100007,2005-10-01,Electricity prepayment,1803.5,EUR
FP104159,B100007,2005-10-01,Water bill,452.62,EUR
FP104160,B100007,2005-10-01,Heating costs,363.1,EUR
FP104161,B100008,2005-10-01,Electricity prepayment,1659.34,EUR
FP104162,B100008,2005-10-01,Water bill,422.16,EUR
FP104163,B100008,2005-10-01,Heating costs,387.33,EUR
FP104164,B100009,2005-10-01,Electricity prepayment,1796.21,EUR
FP104165,B100009,2005-10-01,Water bill,519.55,EUR
FP104166,B100009,2005-10-01,Heating costs,435.08,EUR
FP104167,B100010,2005-10-01,Electricity prepayment,1121.2,EUR
FP104168,B100010,2005-10-01,Water bill,553.08,EUR
FP104169,B100010,2005-10-01,Heating costs,345.74,EUR
FP104170,B100011,2005-10-01,Electricity prepayment,1741.36,EUR
FP104171,B100011,2005-10-01,Water bill,423.12,EUR
FP104172,B100011,2005-10-01,Heating costs,371.73,EUR
FP104173,B100012,2005-10-01,Electricity prepayment,1662.06,EUR
FP104174,B100012,2005-10-01,Water bill,424.41,EUR
FP104175,B100012,2005-10-01,Heating costs,307.29,EUR
FP104176,B100013,2005-10-01,Electricity prepayment,1439.99,EUR
FP104177,B100013,2005-10-01,Water bill,461.59,EUR
FP104178,B100013,2005-10-01,Heating costs,355.95,EUR
FP104179,B100014,2005-10-01,Electricity prepayment,1375.1,EUR
FP104180,B100014,2005-10-01,Water bill,461.7,EUR
FP104181,B100014,2005-10-01,Heating costs,431.36,EUR
FP104182,B100015,2005-10-01,Electricity prepayment,1815.34,EUR
FP104183,B100015,2005-10-01,Water bill,466.11,EUR
FP104184,B100015,2005-10-01,Heating costs,484.26,EUR
FP104185,B100007,2005-10-02,Ventilation repair,908.55,EUR
FP104186,B100006,2005-10-03,Electrician,325.76,EUR
FP104187,B100012,2005-10-04,Plumbing service,2001.05,EUR
FP104188,B100012,2005-10-05,Vehicle repair,1914.32,EUR
FP104189,B100007,2005-10-07,Plumbing service,1416.62,EUR
FP104190,B100015,2005-10-09,Vehicle repair,1603.91,EUR
FP104191,B100003,2005-10-10,Construction work,4307.26,EUR
FP104192,B100007,2005-10-18,Window replacement,576.84,EUR
FP104193,B100006,2005-10-21,Window replacement,625.9,EUR
FP104194,B100014,2005-10-24,Smoke detector control,422.43,EUR
FP104195,B100011,2005-10-26,Ventilation repair,1196.88,EUR
FP104196,B100014,2005-10-26,Technical support,270.92,EUR
FP104197,B100013,2005-10-27,Ventilation repair,666.93,EUR
FP104198,B100014,2005-10-28,Window replacement,473.03,EUR
FP104199,B100013,2005-10-29,Ventilation repair,568.91,EUR
FP104200,B100001,2005-10-30,Window replacement,779.64,EUR
FP104201,B100012,2005-10-30,Smoke detector control,493.83,EUR
FP104202,B100002,2005-10-31,Smoke detector control,396.84,EUR
FP104203,B100001,2005-11-01,Electricity prepayment,1440.69,EUR
FP104204,B100001,2005-11-01,Water bill,551.59,EUR
FP104205,B100001,2005-11-01,Heating costs,357.43,EUR
FP104206,B100002,2005-11-01,Electricity prepayment,1241.42,EUR
FP104207,B100002,2005-11-01,Water bill,413.85,EUR
FP104208,B100002,2005-11-01,Heating costs,466.34,EUR
FP104209,B100003,2005-11-01,Electricity prepayment,1658.93,EUR
FP104210,B100003,2005-11-01,Water bill,409.28,EUR
FP104211,B100003,2005-11-01,Heating costs,456.27,EUR
FP104212,B100004,2005-11-01,Electricity prepayment,1639.89,EUR
FP104213,B100004,2005-11-01,Water bill,463.57,EUR
FP104214,B100004,2005-11-01,Heating costs,388.88,EUR
FP104215,B100005,2005-11-01,Electricity prepayment,1377.22,EUR
FP104216,B100005,2005-11-01,Water bill,554.51,EUR
FP104217,B100005,2005-11-01,Heating costs,470.94,EUR
FP104218,B100006,2005-11-01,Electricity prepayment,1235.78,EUR
FP104219,B100006,2005-11-01,Water bill,370.59,EUR
FP104220,B100006,2005-11-01,Heating costs,390.93,EUR
FP104221,B100007,2005-11-01,Electricity prepayment,1489.03,EUR
FP104222,B100007,2005-11-01,Water bill,370.34,EUR
FP104223,B100007,2005-11-01,Heating costs,451.41,EUR
FP104224,B100008,2005-11-01,Electricity prepayment,1368.29,EUR
FP104225,B100008,2005-11-01,Water bill,388.77,EUR
FP104226,B100008,2005-11-01,Heating costs,350.94,EUR
FP104227,B100009,2005-11-01,Electricity prepayment,1591.63,EUR
FP104228,B100009,2005-11-01,Water bill,411.4,EUR
FP104229,B100009,2005-11-01,Heating costs,304.41,EUR
FP104230,B100010,2005-11-01,Electricity prepayment,1528.78,EUR
FP104231,B100010,2005-11-01,Water bill,483.38,EUR
FP104232,B100010,2005-11-01,Heating costs,351.62,EUR
FP104233,B100011,2005-11-01,Electricity prepayment,1805.27,EUR
FP104234,B100011,2005-11-01,Water bill,485.09,EUR
FP104235,B100011,2005-11-01,Heating costs,342.98,EUR
FP104236,B100012,2005-11-01,Electricity prepayment,1449.26,EUR
FP104237,B100012,2005-11-01,Water bill,551.15,EUR
FP104238,B100012,2005-11-01,Heating costs,315.57,EUR
FP104239,B100013,2005-11-01,Electricity prepayment,1558.92,EUR
FP104240,B100013,2005-11-01,Water bill,461.19,EUR
FP104241,B100013,2005-11-01,Heating costs,405.98,EUR
FP104242,B100014,2005-11-01,Electricity prepayment,1387.3,EUR
FP104243,B100014,2005-11-01,Water bill,504.86,EUR
FP104244,B100014,2005-11-01,Heating costs,473.01,EUR
FP104245,B100015,2005-11-01,Electricity prepayment,1227.17,EUR
FP104246,B100015,2005-11-01,Water bill,533.28,EUR
FP104247,B100015,2005-11-01,Heating costs,482.62,EUR
FP104248,B100007,2005-11-05,Minor repairs,72.79,EUR
FP104249,B100013,2005-11-06,Technical support,178.36,EUR
FP104250,B100012,2005-11-07,Electrician,250.93,EUR
FP104251,B100013,2005-11-07,Window replacement,671.66,EUR
FP104252,B100001,2005-11-09,Window replacement,734.6,EUR
FP104253,B100012,2005-11-10,Heating engineer,451.41,EUR
FP104254,B100004,2005-11-18,Plumbing service,4129.85,EUR
FP104255,B100006,2005-11-19,Construction work,4257.51,EUR
FP104256,B100008,2005-11-23,Plumbing service,2335.68,EUR
FP104257,B100014,2005-11-23,Electrician,242.8,EUR
FP104258,B100001,2005-12-01,Electricity prepayment,1662.21,EUR
FP104259,B100001,2005-12-01,Water bill,493.73,EUR
FP104260,B100001,2005-12-01,Heating costs,926.52,EUR
FP104261,B100002,2005-12-01,Electricity prepayment,1231.96,EUR
FP104262,B100002,2005-12-01,Water bill,398.15,EUR
FP104263,B100002,2005-12-01,Heating costs,847.43,EUR
FP104264,B100003,2005-12-01,Electricity prepayment,1350.21,EUR
FP104265,B100003,2005-12-01,Water bill,491.51,EUR
FP104266,B100003,2005-12-01,Heating costs,792.72,EUR
FP104267,B100004,2005-12-01,Electricity prepayment,1726.23,EUR
FP104268,B100004,2005-12-01,Water bill,347.47,EUR
FP104269,B100004,2005-12-01,Heating costs,1098.31,EUR
FP104270,B100005,2005-12-01,Electricity prepayment,1662.45,EUR
FP104271,B100005,2005-12-01,Water bill,374.59,EUR
FP104272,B100005,2005-12-01,Heating costs,813.28,EUR
FP104273,B100006,2005-12-01,Electricity prepayment,1431.23,EUR
FP104274,B100006,2005-12-01,Water bill,530.51,EUR
FP104275,B100006,2005-12-01,Heating costs,778.41,EUR
FP104276,B100007,2005-12-01,Electricity prepayment,1674.5,EUR
FP104277,B100007,2005-12-01,Water bill,353.5,EUR
FP104278,B100007,2005-12-01,Heating costs,718.11,EUR
FP104279,B100008,2005-12-01,Electricity prepayment,1457.42,EUR
FP104280,B100008,2005-12-01,Water bill,404.17,EUR
FP104281,B100008,2005-12-01,Heating costs,858.18,EUR
FP104282,B100009,2005-12-01,Electricity prepayment,1510.49,EUR
FP104283,B100009,2005-12-01,Water bill,514.63,EUR
FP104284,B100009,2005-12-01,Heating costs,818.25,EUR
FP104285,B100010,2005-12-01,Electricity prepayment,1564.94,EUR
FP104286,B100010,2005-12-01,Water bill,399.94,EUR
FP104287,B100010,2005-12-01,Heating costs,1101.55,EUR
FP104288,B100011,2005-12-01,Electricity prepayment,1454.85,EUR
FP104289,B100011,2005-12-01,Water bill,483.08,EUR
FP104290,B100011,2005-12-01,Heating costs,814.57,EUR
FP104291,B100012,2005-12-01,Electricity prepayment,1690.88,EUR
FP104292,B100012,2005-12-01,Water bill,563.05,EUR
FP104293,B100012,2005-12-01,Heating costs,1093.62,EUR
FP104294,B100013,2005-12-01,Electricity prepayment,1358.34,EUR
FP104295,B100013,2005-12-01,Water bill,470.03,EUR
FP104296,B100013,2005-12-01,Heating costs,996.1,EUR
FP104297,B100014,2005-12-01,Electricity prepayment,1169.78,EUR
FP104298,B100014,2005-12-01,Water bill,473.07,EUR
FP104299,B100014,2005-12-01,Heating costs,817.97,EUR
FP104300,B100015,2005-12-01,Electricity prepayment,1655.61,EUR
FP104301,B100015,2005-12-01,Water bill,352.71,EUR
FP104302,B100015,2005-12-01,Heating costs,1091.09,EUR
FP104303,B100004,2005-12-06,Technical support,199.97,EUR
FP104304,B100014,2005-12-08,Electrician,412.22,EUR
FP104305,B100015,2005-12-08,Construction work,4409.24,EUR
FP104306,B100002,2005-12-11,Heating engineer,478.25,EUR
FP104307,B100001,2005-12-19,Ventilation repair,809.94,EUR
FP104308,B100005,2005-12-20,Vehicle repair,2383.06,EUR
FP104309,B100005,2005-12-24,Construction work,3591.98,EUR
FP104310,B100009,2005-12-24,Window replacement,900.95,EUR
FP104311,B100007,2005-12-25,Heating engineer,473.87,EUR
FP104312,B100008,2005-12-26,Smoke detector control,465.81,EUR
FP104313,B100003,2005-12-27,Electrician,412.59,EUR
FP104314,B100004,2005-12-28,Plumbing service,3562.63,EUR
FP104315,B100010,2005-12-31,Window replacement,678.15,EUR
FP104316,B100015,2005-12-31,Electrician,394.75,EUR
FP104317,B100001,2005-12-31,Electricity additional payment,1398.53,EUR
FP104318,B100002,2005-12-31,Electricity additional payment,1330.34,EUR
FP104319,B100003,2005-12-31,Electricity reimbursement,-1212.17,EUR
FP104320,B100004,2005-12-31,Electricity reimbursement,-1174.68,EUR
FP104321,B100005,2005-12-31,Electricity reimbursement,-1196.58,EUR
FP104322,B100006,2005-12-31,Electricity additional payment,1064.68,EUR
FP104323,B100007,2005-12-31,Electricity additional payment,1565.59,EUR
FP104324,B100008,2005-12-31,Electricity additional payment,1084.57,EUR
FP104325,B100009,2005-12-31,Electricity additional payment,1556.05,EUR
FP104326,B100010,2005-12-31,Electricity additional payment,1239.21,EUR
FP104327,B100011,2005-12-31,Electricity additional payment,1417.0,EUR
FP104328,B100012,2005-12-31,Electricity additional payment,1328.8,EUR
FP104329,B100013,2005-12-31,Electricity reimbursement,-1567.13,EUR
FP104330,B100014,2005-12-31,Electricity reimbursement,-1192.85,EUR
FP104331,B100015,2005-12-31,Electricity reimbursement,-1193.8,EUR
FP104332,B100001,2006-01-01,Office rent,107852.96,EUR
FP104333,B100001,2006-01-01,Electricity prepayment,1325.73,EUR
FP104334,B100001,2006-01-01,Water bill,430.79,EUR
FP104335,B100001,2006-01-01,Heating costs,517.04,EUR
FP104336,B100002,2006-01-01,Office rent,55915.72,EUR
FP104337,B100002,2006-01-01,Electricity prepayment,1791.07,EUR
FP104338,B100002,2006-01-01,Water bill,512.32,EUR
FP104339,B100002,2006-01-01,Heating costs,530.24,EUR
FP104340,B100003,2006-01-01,Office rent,104382.78,EUR
